	label	title	auth	year	freq	htid	file	path	words	read	pre	verb	nounp
0	theo	"Will higher of God and free will of life made by the authors of ""Thought for help""; William C. Comstock, amanuensis; with a foreword by Rev. Joseph A. Milburn."	Comstock, William Charles, 1847-1924.	1914.0	0.26259989699999997	uc2.ark:/13960/t4jm2cj7x	uc2.ark+=13960=t4jm2cj7x	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/4j/m2/cj/7x/ark+=13960=t4jm2cj7x/uc2.ark+=13960=t4jm2cj7x.basic.json.bz2	34260.0	5.160495443406571	0.7843700159489633	0.14244016345592528	0.04019264448336252
1	theo	"Man, the life free, by the authors of ""Thought for help,"" ""Will higher of God,"" and ""Man's life of purpose."" William C. Comstock, amanuensis; with a foreword by Rev. Joseph A. Milburn."	Comstock, William Charles, 1847-1924.	1916.0	0.257248005	uc2.ark:/13960/t6j105c55	uc2.ark+=13960=t6j105c55	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/6j/10/5c/55/ark+=13960=t6j105c55/uc2.ark+=13960=t6j105c55.basic.json.bz2	52718.0	4.743444913918481	0.8139563155975199	0.13564626882658676	0.03605978982510717
2	theo	Thought for help, from those who know men's need; William C. Comstock, amanuensis; with a foreword by Rev. Joseph A. Milburn.	Comstock, William Charles, 1847-1924.	1913.0	0.218047164	uc2.ark:/13960/t2f76gd3p	uc2.ark+=13960=t2f76gd3p	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/2f/76/gd/3p/ark+=13960=t2f76gd3p/uc2.ark+=13960=t2f76gd3p.basic.json.bz2	58438.0	4.890272307385729	0.7693141772838168	0.15554947123447072	0.03893014819124542
3	ed	The metaphysics of education. [By] Arthur C Fleshman ...	Fleshman, Arthur Cary.	1914.0	0.17425281399999998	loc.ark:/13960/t97664b0x	loc.ark+=13960=t97664b0x	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/97/66/4b/0x/ark+=13960=t97664b0x/loc.ark+=13960=t97664b0x.basic.json.bz2	48404.0	13.85898781357523	0.3780119711464675	0.1342657631600694	0.03778613337740683
4	ed	Syllabus of a course on the philosophy of education. Education 102-philosophy 12. By John Angus MacVannel...	MacVannel, John Angus, 1871-1915.	1904.0	0.16989525	uc2.ark:/13960/t18k7739n	uc2.ark+=13960=t18k7739n	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/18/k7/73/9n/ark+=13960=t18k7739n/uc2.ark+=13960=t18k7739n.basic.json.bz2	23469.0	17.414729244114003	0.28276321634828966	0.07673952874004006	0.06941071200306788
5	theo	Prolegomena to theism.	Anderson, Louis Francis, 1859-	1910.0	0.168024299	uc2.ark:/13960/t5n879b8j	uc2.ark+=13960=t5n879b8j	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5n/87/9b/8j/ark+=13960=t5n879b8j/uc2.ark+=13960=t5n879b8j.basic.json.bz2	15954.0	14.758102294644136	0.2940959409594096	0.07690861226024821	0.022940955246333206
6	p	The socialization of humanity : an analysis and synthesis of the phenomena of nature, life, mind and society through the law of repetition ; a system of monistic philosophy / by Charles Kendall Franklin	Franklin, Charles Kendall.	1904.0	0.167349515	uc2.ark:/13960/t8jd4s19x	uc2.ark+=13960=t8jd4s19x	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8j/d4/s1/9x/ark+=13960=t8jd4s19x/uc2.ark+=13960=t8jd4s19x.basic.json.bz2	182812.0	15.551252128139943	0.3788582830054769	0.1264687219657353	0.014878673172439447
7	p	Some modern conceptions of natural law.	Swabey, Marie Taylor (Collins), Mrs., 1891-	1920.0	0.162324406	uc2.ark:/13960/t59c6v335	uc2.ark+=13960=t59c6v335	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/59/c6/v3/35/ark+=13960=t59c6v335/uc2.ark+=13960=t59c6v335.basic.json.bz2	45354.0	13.248443026668369	0.36571196188926974	0.1121621025708868	0.031088768355602592
8	soc	Thoughts on war and peace; an inquiry into the conceptions prevailing in foreign politics,	Petrescu, Nicolae, 1886-	1921.0	0.162178659	uc2.ark:/13960/t44q7tm7d	uc2.ark+=13960=t44q7tm7d	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/44/q7/tm/7d/ark+=13960=t44q7tm7d/uc2.ark+=13960=t44q7tm7d.basic.json.bz2	29715.0	11.614931684944281	0.3652634813335382	0.12448258455325593	0.008043075887598856
9	ed	Education and social progress.	Howerth, Ira W. b. 1860.	1902.0	0.161812855	uc2.ark:/13960/t6f18vv5t	uc2.ark+=13960=t6f18vv5t	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/6f/18/vv/5t/ark+=13960=t6f18vv5t/uc2.ark+=13960=t6f18vv5t.basic.json.bz2	6374.0	15.696019423944566	0.2714968152866242	0.12362723564480703	0.02008158142453718
10	p	Benedetto Croce : an introduction to his philosophy / by Raffaello Piccoli.	Piccoli, Raffaello, 1886-1933.	1922.0	0.161078955	uc2.ark:/13960/t5h991h1z	uc2.ark+=13960=t5h991h1z	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5h/99/1h/1z/ark+=13960=t5h991h1z/uc2.ark+=13960=t5h991h1z.basic.json.bz2	87562.0	20.726317301589322	0.3658489781558832	0.09742810808341518	0.0240172677645554
11	p	A first course in philosophy / by John E. Russell.	Russell, John Edward, 1848-1917,	1913.0	0.15961898	uc2.ark:/13960/t6639v55r	uc2.ark+=13960=t6639v55r	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/66/39/v5/5r/ark+=13960=t6639v55r/uc2.ark+=13960=t6639v55r.basic.json.bz2	98141.0	14.356140869955095	0.398789544625631	0.13402145892134787	0.01765826718700645
12	p	A first course in philosophy. By John E. Russell ...	Russell, John Edward, 1848-1917.	1913.0	0.159584752	uc2.ark:/13960/t4fn13x63	uc2.ark+=13960=t4fn13x63	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/4f/n1/3x/63/ark+=13960=t4fn13x63/uc2.ark+=13960=t4fn13x63.basic.json.bz2	99662.0	14.125305351875042	0.39621955652490004	0.13281892797656078	0.020619694567638618
13	?	The natural law of mind healing and mind creating of sickness, disease and deformity, by A. F. Hoch ...	Hoch, A. F.	1915.0	0.159260392	uc2.ark:/13960/t3jw89k3c	uc2.ark+=13960=t3jw89k3c	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/3j/w8/9k/3c/ark+=13960=t3jw89k3c/uc2.ark+=13960=t3jw89k3c.basic.json.bz2	57164.0	11.670975648464509	0.43417517463729177	0.14113777902176194	0.012315443285984187
14	p	Benedetto Croce; an introduction to his philosophy, by Raffaello Piccoli.	Piccoli, Raffaello, 1886-1933.	1922.0	0.159225311	uc2.ark:/13960/t1xd0v19q	uc2.ark+=13960=t1xd0v19q	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/1x/d0/v1/9q/ark+=13960=t1xd0v19q/uc2.ark+=13960=t1xd0v19q.basic.json.bz2	88991.0	20.54609505433383	0.3671222475322703	0.09795372565765077	0.025260981447562114
15	sci	Science and social progress, a philosophical introduction to moral science, by Herbert Wallace Schneider.	Schneider, Herbert Wallace, 1892-	1920.0	0.158864806	uc2.ark:/13960/t6251hq94	uc2.ark+=13960=t6251hq94	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/62/51/hq/94/ark+=13960=t6251hq94/uc2.ark+=13960=t6251hq94.basic.json.bz2	35664.0	12.865490074798192	0.3310669077757685	0.1267664872139973	0.032497756841633016
16	p	A first course in philosophy, by John E. Russell.	Russell, John Edward, 1848-1917.	1913.0	0.158846433	uc2.ark:/13960/t74t6jg88	uc2.ark+=13960=t74t6jg88	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/74/t6/jg/88/ark+=13960=t74t6jg88/uc2.ark+=13960=t74t6jg88.basic.json.bz2	99435.0	14.148963151577274	0.3972778097079262	0.13334339015437222	0.019892392014884096
17	x	Pennsylvania archives ...	Hazard, Samuel, 1784-1870.; Linn, John Blair, 1831-1899, [from old catalog]; Egle, William Henry, 1830-1901, [from old catalog]; Reed, George Edward, 1846-1930, [from old catalog]; Montgomery, Thomas Lynch, 1862-; MacKinney, Gertrude, [from old catalog]; Hoban, Charles Francis, [from old catalog]; Pennsylvania. Secretary of the Commonwealth. [from old catalog]; Pennsylvania. Dept. of public instruction. [from old catalog]; Pennsylvania. State library, Harrisburg. [from old catalog]	1874.0	0.15851864699999998	loc.ark:/13960/t8w95br1j	loc.ark+=13960=t8w95br1j	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/8w/95/br/1j/ark+=13960=t8w95br1j/loc.ark+=13960=t8w95br1j.basic.json.bz2	225755.0	7.818985165277645	0.23096560372626299	0.02687426635068991	0.308546876038183
18	p	The principles of the critical philosophy. Introduction to the theory of science and metaphysics. By Dr. A. Riehl...Tr. by Dr. Arthur Fairbanks.	Riehl, Alois, 1844-1924.; Fairbanks, Arthur, 1864-1944.	1894.0	0.158173706	uc2.ark:/13960/t6h13414m	uc2.ark+=13960=t6h13414m	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/6h/13/41/4m/ark+=13960=t6h13414m/uc2.ark+=13960=t6h13414m.basic.json.bz2	129318.0	14.972784549638732	0.3784012949973021	0.12314604308758255	0.014359949890966455
19	ed	The philosophical basis of education, by Rolland Merritt Shreves ...	Shreves, Rolland Merritt.	1918.0	0.158068407	loc.ark:/13960/t80k3156j	loc.ark+=13960=t80k3156j	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/80/k3/15/6j/ark+=13960=t80k3156j/loc.ark+=13960=t80k3156j.basic.json.bz2	112617.0	12.329673439234472	0.421584748022398	0.12028379374339576	0.03186907838070629
20	p	Life as reality; a philosophical essay,	Dewing, Arthur Stone.	1910.0	0.158059326	uc2.ark:/13960/t27943w1h	uc2.ark+=13960=t27943w1h	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/27/94/3w/1h/ark+=13960=t27943w1h/uc2.ark+=13960=t27943w1h.basic.json.bz2	47152.0	11.229144980524289	0.43242419625171413	0.123982015609094	0.012830844927044453
21	p	The social will,	Hayden, Edwin Andrew.	1909.0	0.15759884400000002	uc2.ark:/13960/t14m96p7r	uc2.ark+=13960=t14m96p7r	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/14/m9/6p/7r/ark+=13960=t14m96p7r/uc2.ark+=13960=t14m96p7r.basic.json.bz2	41606.0	13.56340019265727	0.3219287360397093	0.10154785367495073	0.03235110320626833
22	theo	The grounds of non-Catholic freedom in the Summa theologiae of Thomas Aquinas ...	Smith, Arthur Maxson.	1905.0	0.157238806	uc2.ark:/13960/t9959fr89	uc2.ark+=13960=t9959fr89	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/99/59/fr/89/ark+=13960=t9959fr89/uc2.ark+=13960=t9959fr89.basic.json.bz2	14848.0	14.591462111348005	0.3565340909090909	0.10014816810344827	0.05105064655172414
23	ed	The college course in the principles of education [by] Dr. John A. MacVannel ...	MacVannel, John Angus, 1871-1915.	1906.0	0.15613501800000001	loc.ark:/13960/t8nc6q85n	loc.ark+=13960=t8nc6q85n	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/8n/c6/q8/5n/ark+=13960=t8nc6q85n/loc.ark+=13960=t8nc6q85n.basic.json.bz2	27859.0	16.058038251794823	0.32315334375862387	0.10000358950428946	0.015614343659140672
24	p	Man and the cosmos; an introduction to metaphysics, by Joseph Alexander Leighton ...	Leighton, Joseph Alexander, 1870-	1922.0	0.155472319	uc2.ark:/13960/t4sj1hh1b	uc2.ark+=13960=t4sj1hh1b	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/4s/j1/hh/1b/ark+=13960=t4sj1hh1b/uc2.ark+=13960=t4sj1hh1b.basic.json.bz2	256421.0	14.259440982973942	0.3656240159546552	0.10650843729647727	0.02269314915705032
25	ed	Outline of a course in the philosophy of education.	MacVannel, John Angus.	1912.0	0.154613035	uc2.ark:/13960/t3513xj4x	uc2.ark+=13960=t3513xj4x	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/35/13/xj/4x/ark+=13960=t3513xj4x/uc2.ark+=13960=t3513xj4x.basic.json.bz2	58311.0	15.477897743864109	0.3160626479694045	0.09524789490833634	0.04357668364459536
26	ed	Education and evolution.	Howerth, Ira W. b. 1860.	1902.0	0.15357278800000002	uc2.ark:/13960/t4th8dw3m	uc2.ark+=13960=t4th8dw3m	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/4t/h8/dw/3m/ark+=13960=t4th8dw3m/uc2.ark+=13960=t4th8dw3m.basic.json.bz2	8667.0	14.363941568862192	0.3380648899188876	0.1251874927887389	0.022960655359409252
27	ed	The educational theories of Herbart and Froebel,	Mac Vannel, John Angus.	1905.0	0.153290796	uc2.ark:/13960/t4xg9j44v	uc2.ark+=13960=t4xg9j44v	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/4x/g9/j4/4v/ark+=13960=t4xg9j44v/uc2.ark+=13960=t4xg9j44v.basic.json.bz2	51577.0	15.905521987030237	0.3387695785564347	0.09118405490819552	0.04788956317738527
28	?	The religion of science,	Wood, William Hamilton, 1874-	1922.0	0.153036181	uc2.ark:/13960/t5j96304p	uc2.ark+=13960=t5j96304p	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5j/96/30/4p/ark+=13960=t5j96304p/uc2.ark+=13960=t5j96304p.basic.json.bz2	54025.0	11.06219206580785	0.4144108103302663	0.14026839426191579	0.021008792225821377
30	ed	The educational theories of Herbart and Froebel,	Mac Vannel, John Angus.	1905.0	0.152437679	loc.ark:/13960/t5cc1h811	loc.ark+=13960=t5cc1h811	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/5c/c1/h8/11/ark+=13960=t5cc1h811/loc.ark+=13960=t5cc1h811.basic.json.bz2	127894.0	15.668242642451535	0.340983669474775	0.10737798489374013	0.025138004910316356
31	sci	An introduction to social psychology / by Charles A. Ellwood.	Ellwood, Charles A. 1873-1946.	1917.0	0.151672309	uc2.ark:/13960/t54f1x337	uc2.ark+=13960=t54f1x337	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/54/f1/x3/37/ark+=13960=t54f1x337/uc2.ark+=13960=t54f1x337.basic.json.bz2	22546.0	12.618948329927491	0.35102664919178683	0.11132795174310299	0.027809811052958395
32	soc	The study of history and sociology.	Blackmar, Frank W. 1854-1931.	1890.0	0.151555704	loc.ark:/13960/t8hd8b91g	loc.ark+=13960=t8hd8b91g	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/8h/d8/b9/1g/ark+=13960=t8hd8b91g/loc.ark+=13960=t8hd8b91g.basic.json.bz2	24373.0	17.265967287855634	0.3707132337471071	0.11689164239117056	0.01817585032618061
33	ed	A critical study of current theories of moral education ...	Hart, Joseph K. 1876-1949.	1910.0	0.151479557	loc.ark:/13960/t13n2wf97	loc.ark+=13960=t13n2wf97	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/13/n2/wf/97/ark+=13960=t13n2wf97/loc.ark+=13960=t13n2wf97.basic.json.bz2	24454.0	17.506279723853016	0.3712177121771218	0.11670892287560318	0.018156538807557045
34	ed	A critical study of current theories of moral education ...	Hart, Joseph K. 1876-1949.	1910.0	0.151104711	uc2.ark:/13960/t75t3jc07	uc2.ark+=13960=t75t3jc07	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/75/t3/jc/07/ark+=13960=t75t3jc07/uc2.ark+=13960=t75t3jc07.basic.json.bz2	24322.0	17.371725944306593	0.3710172541547581	0.1166844831839487	0.018337307787188555
35	ed	A critical study of current theories of moral education ...	Hart, Joseph K. 1876-1949.	1910.0	0.150717162	loc.ark:/13960/t7vm50j93	loc.ark+=13960=t7vm50j93	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/7v/m5/0j/93/ark+=13960=t7vm50j93/loc.ark+=13960=t7vm50j93.basic.json.bz2	235180.0	7.6603987952930765	0.23096684836028952	0.027489582447487032	0.30632281656603455
36	x	Pennsylvania archives ...	Hazard, Samuel, 1784-1870.; Linn, John Blair, 1831-1899, [from old catalog]; Egle, William Henry, 1830-1901, [from old catalog]; Reed, George Edward, 1846-1930, [from old catalog]; Montgomery, Thomas Lynch, 1862-; MacKinney, Gertrude, [from old catalog]; Hoban, Charles Francis, [from old catalog]; Pennsylvania. Secretary of the Commonwealth. [from old catalog]; Pennsylvania. Dept. of public instruction. [from old catalog]; Pennsylvania. State library, Harrisburg. [from old catalog]	1874.0	0.149494493	loc.ark:/13960/t85h7q01j	loc.ark+=13960=t85h7q01j	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/85/h7/q0/1j/ark+=13960=t85h7q01j/loc.ark+=13960=t85h7q01j.basic.json.bz2	165040.0	15.099966816994122	0.36976978528796217	0.11468128938439166	0.018522782355792536
37	p	Introduction to philosophy : an inquiry after a rational system of scientific principles in their relation to ultimate reality / George T. Ladd.	Ladd, George Trumbull, 1842-1921.	1890.0	0.14888591199999998	uc2.ark:/13960/t80k2b867	uc2.ark+=13960=t80k2b867	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/80/k2/b8/67/ark+=13960=t80k2b867/uc2.ark+=13960=t80k2b867.basic.json.bz2	113995.0	15.257497176709709	0.4165675057208238	0.12573358480635116	0.010596956006842405
38	p	The philosophy of Kant as contained in extracts from his own writings. Selected and translated by John Watson.	Kant, Immanuel, 1724-1804.; Watson, John, 1847-1939.	1908.0	0.148882995	uc2.ark:/13960/t9b56fw1w	uc2.ark+=13960=t9b56fw1w	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/9b/56/fw/1w/ark+=13960=t9b56fw1w/uc2.ark+=13960=t9b56fw1w.basic.json.bz2	126642.0	16.54172855408645	0.390408708153625	0.1239951990650811	0.014308049462263705
39	p	The phenomenology of mind. Translated, with an introd. and notes, by J.B. Baillie. 2	Hegel, Georg Wilhelm Friedrich, 1770-1831.; Baillie, J. B. Sir, 1872-1940.	1910.0	0.148658429	uiuo.ark:/13960/t90865t3k	uiuo.ark+=13960=t90865t3k	basic/uiuo/pairtree_root/ar/k+/=1/39/60/=t/90/86/5t/3k/ark+=13960=t90865t3k/uiuo.ark+=13960=t90865t3k.basic.json.bz2	117085.0	16.465735928393674	0.3993422903009455	0.11895631378912756	0.032771063757099546
40	theo	Theology as an empirical science.	Macintosh, Douglas Clyde, 1877-1948.	1919.0	0.148195534	uc2.ark:/13960/t7vm45769	uc2.ark+=13960=t7vm45769	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/7v/m4/57/69/ark+=13960=t7vm45769/uc2.ark+=13960=t7vm45769.basic.json.bz2	32190.0	11.929305318633194	0.3422571739312307	0.15181733457595525	0.02712022367194781
41	p	A study of the realistic movement in contemporary philosophy, by Matthew Thompson McClure.	McClure, Matthew Thompson, 1883-1964.	1912.0	0.148055556	uc2.ark:/13960/t9b56gm26	uc2.ark+=13960=t9b56gm26	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/9b/56/gm/26/ark+=13960=t9b56gm26/uc2.ark+=13960=t9b56gm26.basic.json.bz2	43029.0	18.419768538468492	0.3571752437089095	0.12296358270003951	0.011108787097074066
42	p	Common sense and the rudiments of philosophy, by Charles E. Hooper.	Hooper, Charles E.	1920.0	0.147824096	uc2.ark:/13960/t46q1w042	uc2.ark+=13960=t46q1w042	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/46/q1/w0/42/ark+=13960=t46q1w042/uc2.ark+=13960=t46q1w042.basic.json.bz2	137658.0	13.86043119822023	0.3503435114503817	0.1356114428511238	0.011521306426070407
43	sci	A theory of monads : outlines of the philosophy of the principle of relativity / by H. Wildon Carr.	Carr, Herbert Wildon, 1857-1931.	1922.0	0.147666937	uc2.ark:/13960/t1zc7v50s	uc2.ark+=13960=t1zc7v50s	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/1z/c7/v5/0s/ark+=13960=t1zc7v50s/uc2.ark+=13960=t1zc7v50s.basic.json.bz2	156558.0	14.382536920589594	0.3400903095864601	0.1067591563510009	0.036574304730515206
44	soc	Sociology in its psychological aspects,	Ellwood, Charles A. 1873-1946.	1912.0	0.14744435	uc2.ark:/13960/t9b56hc0h	uc2.ark+=13960=t9b56hc0h	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/9b/56/hc/0h/ark+=13960=t9b56hc0h/uc2.ark+=13960=t9b56hc0h.basic.json.bz2	35431.0	10.06075099931352	0.4212538835338166	0.1273743332110299	0.04117862888431035
45	?	The psychology of Schopenhauer in its relation to his system of metaphysics. By Carrie Elizabeth Logan, PH. D. ...	Logan, Carrie Elizabeth.	1903.0	0.147355403	uc2.ark:/13960/t0gt5h87g	uc2.ark+=13960=t0gt5h87g	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/0g/t5/h8/7g/ark+=13960=t0gt5h87g/uc2.ark+=13960=t0gt5h87g.basic.json.bz2	36419.0	12.961790078341341	0.32041343669250644	0.13627502128010105	0.01334468272055795
46	sci	Science of human life; the world's postponed problem the operative plan of vital force.	Dunham, W. R. 1833-1911.	1910.0	0.14720709199999998	uc2.ark:/13960/t7zk5888x	uc2.ark+=13960=t7zk5888x	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/7z/k5/88/8x/ark+=13960=t7zk5888x/uc2.ark+=13960=t7zk5888x.basic.json.bz2	4454.0	13.468292549705051	0.3574635241301908	0.13313875168387965	0.014593623709025595
47	ed	An ethnic view of higher education.	Howerth, Ira W. b. 1860.	1900.0	0.146958638	uc2.ark:/13960/t4xg9hk0b	uc2.ark+=13960=t4xg9hk0b	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/4x/g9/hk/0b/ark+=13960=t4xg9hk0b/uc2.ark+=13960=t4xg9hk0b.basic.json.bz2	114125.0	15.165729298119142	0.4178867403314917	0.12600219058050383	0.011539978094194962
48	p	The philosophy of Kant, as contained in extracts from his own writings. Selected and translated by John Watson.	Kant, Immanuel, 1724-1804.; Watson, John, 1847-1939.	1897.0	0.14633027099999998	uc2.ark:/13960/t71v5km71	uc2.ark+=13960=t71v5km71	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/71/v5/km/71/ark+=13960=t71v5km71/uc2.ark+=13960=t71v5km71.basic.json.bz2	89451.0	13.288815860838259	0.48983515779219117	0.15282109758415222	0.00499714927725794
49	?	How to stay well, by Christian D. Larson	Larson, Christian D. 1874-	1912.0	0.146019325	uc2.ark:/13960/t8rb70b1w	uc2.ark+=13960=t8rb70b1w	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8r/b7/0b/1w/ark+=13960=t8rb70b1w/uc2.ark+=13960=t8rb70b1w.basic.json.bz2	107792.0	15.855169800096252	0.3495370881852531	0.11317166394537628	0.013108579486418286
50	p	The principles of morality and the departments of the moral life. Translated by Margaret Floy Washburn.	Wundt, Wilhelm Max, 1832-1920.	1901.0	0.14570307400000002	uc2.ark:/13960/t12n59147	uc2.ark+=13960=t12n59147	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/12/n5/91/47/ark+=13960=t12n59147/uc2.ark+=13960=t12n59147.basic.json.bz2	85521.0	13.711165098770525	0.38148280453349787	0.12571181347271432	0.014183650799218905
51	p	Basal concepts in philosophy; an inquiry into being, non being, and becoming, by Alexander T. Ormond ...	Ormond, Alexander Thomas, 1847-1915.	1894.0	0.14543199199999998	uc2.ark:/13960/t5s759194	uc2.ark+=13960=t5s759194	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5s/75/91/94/ark+=13960=t5s759194/uc2.ark+=13960=t5s759194.basic.json.bz2	95243.0	15.066196587338172	0.34587319186241394	0.13413059227449786	0.01289333599319635
52	p	Ethics and moral science,	LÃ©vy-Bruhl, Lucien, 1857-1939.	1905.0	0.145311733	uiuo.ark:/13960/t3pv6dc13	uiuo.ark+=13960=t3pv6dc13	basic/uiuo/pairtree_root/ar/k+/=1/39/60/=t/3p/v6/dc/13/ark+=13960=t3pv6dc13/uiuo.ark+=13960=t3pv6dc13.basic.json.bz2	93246.0	16.109560677635802	0.3325320277916215	0.11566179782510778	0.037427878943868904
53	p	A short history of logic,.	Adamson, Robert, 1852-1902.; Sorley, William Ritchie, 1855-1935,	1911.0	0.14508859	uc2.ark:/13960/t8hd7vs9f	uc2.ark+=13960=t8hd7vs9f	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8h/d7/vs/9f/ark+=13960=t8hd7vs9f/uc2.ark+=13960=t8hd7vs9f.basic.json.bz2	46375.0	14.291565818602663	0.3551390420188656	0.11792991913746631	0.028204851752021563
54	p	Idea and essence in the philosophies of Hobbes and Spinoza,	Balz, Albert George Adam, 1887-	1918.0	0.144835138	uc2.ark:/13960/t2w37ns84	uc2.ark+=13960=t2w37ns84	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/2w/37/ns/84/ark+=13960=t2w37ns84/uc2.ark+=13960=t2w37ns84.basic.json.bz2	17755.0	10.715224751236423	0.4753487087418865	0.1445789918332864	0.014249507181075753
55	p	What philosophy is, by W. Tudor Jones.	Jones, W. Tudor 1865-1946.	1921.0	0.14481118099999998	uc2.ark:/13960/t3028sm4v	uc2.ark+=13960=t3028sm4v	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/30/28/sm/4v/ark+=13960=t3028sm4v/uc2.ark+=13960=t3028sm4v.basic.json.bz2	36390.0	14.846899773916352	0.40516129032258064	0.12577631217367408	0.036163781258587525
56	p	Pragmatic elements in Kant's philosophy ...	Witter, Charles Edgar.	1913.0	0.144564356	uc2.ark:/13960/t8pc2xr37	uc2.ark+=13960=t8pc2xr37	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8p/c2/xr/37/ark+=13960=t8pc2xr37/uc2.ark+=13960=t8pc2xr37.basic.json.bz2	99073.0	13.557193476552268	0.3590990453460621	0.10000706549715867	0.05903727554429562
57	soc	History of psychology; a sketch and an interpretation, by James Mark Baldwin ... [Issued for the Rationalist Press Association, Limited]	Baldwin, James Mark, 1861-1934.	1913.0	0.14440266699999998	uc2.ark:/13960/t93779f6q	uc2.ark+=13960=t93779f6q	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/93/77/9f/6q/ark+=13960=t93779f6q/uc2.ark+=13960=t93779f6q.basic.json.bz2	83675.0	15.888006656689345	0.3472182231180216	0.10906483417986257	0.0269375560203167
58	p	English philosophy; a study of its method and general development, by Thomas M. Forsyth...	Forsyth, Thomas Miller.	1910.0	0.144396835	uc2.ark:/13960/t8pc2xs5n	uc2.ark+=13960=t8pc2xs5n	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8p/c2/xs/5n/ark+=13960=t8pc2xs5n/uc2.ark+=13960=t8pc2xs5n.basic.json.bz2	116713.0	13.481784402162592	0.3628427721623059	0.10638917686975743	0.024453145750687584
59	p	Genetic theory of reality; being the outcome of genetic logic as issuing in the Ã_sthetic theory of reality called pancalism ..	Baldwin, James Mark.	1915.0	0.144104931	uc2.ark:/13960/t12n52v81	uc2.ark+=13960=t12n52v81	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/12/n5/2v/81/ark+=13960=t12n52v81/uc2.ark+=13960=t12n52v81.basic.json.bz2	185485.0	11.329202186832607	0.43234048874693604	0.12976251448904225	0.03146885192872739
60	p	The reign of religion in contemporary philosophy. By S. Radhakrishnan ...	Radhakrishnan, S. 1888-1975.	1920.0	0.144013397	uc2.ark:/13960/t84j0db44	uc2.ark+=13960=t84j0db44	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/84/j0/db/44/ark+=13960=t84j0db44/uc2.ark+=13960=t84j0db44.basic.json.bz2	56500.0	15.982581212465188	0.3414437424384998	0.11401769911504425	0.02327433628318584
